# Program:featureCounts v1.6.4; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-a" "consensus_peaks.mRp.clN.saf" "-o" "consensus_peaks.mRp.clN.featureCounts.txt" "Tscm_R1.mLb.clN.sorted.bam" "Tscm_R3.mLb.clN.sorted.bam" "Tsem_R2.mLb.clN.sorted.bam" "Tsem_R1.mLb.clN.sorted.bam" "Tscm_R2.mLb.clN.sorted.bam" "Tsem_R3.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	Tscm_R1.mLb.clN.sorted.bam	Tscm_R3.mLb.clN.sorted.bam	Tsem_R2.mLb.clN.sorted.bam	Tsem_R1.mLb.clN.sorted.bam	Tscm_R2.mLb.clN.sorted.bam	Tsem_R3.mLb.clN.sorted.bam
Interval_32736	chr4	102552725	102553216	+	492	23	54	40	64	40	46
Interval_32737	chr4	102586559	102587099	+	541	18	23	7	15	22	12
Interval_32738	chr4	102598368	102598962	+	595	66	94	42	44	98	40
Interval_32739	chr4	102612762	102613426	+	665	61	151	101	101	137	112
Interval_32740	chr4	102614841	102615175	+	335	12	31	19	20	28	26
Interval_32741	chr4	102625547	102625885	+	339	14	30	13	17	24	19
Interval_32742	chr4	102627890	102628090	+	201	8	16	16	19	12	8
Interval_32743	chr4	102630557	102631137	+	581	53	73	121	99	142	67
Interval_32744	chr4	102639643	102639894	+	252	2	4	8	3	9	5
Interval_32745	chr4	102760028	102761496	+	1469	85	183	109	162	129	191
Interval_32746	chr4	102819511	102819996	+	486	27	47	32	21	31	30
Interval_32747	chr4	102826808	102828547	+	1740	527	829	519	646	681	716
Interval_32748	chr4	102868528	102869699	+	1172	150	332	177	211	240	247
Interval_32749	chr4	103009101	103009470	+	370	10	16	3	6	8	16
Interval_32750	chr4	103019418	103020206	+	789	76	175	155	157	186	178
Interval_32751	chr4	103046678	103047065	+	388	7	15	10	11	14	18
Interval_32752	chr4	103075749	103076964	+	1216	52	122	62	98	115	120
Interval_32753	chr4	103091695	103091913	+	219	4	11	1	3	7	9
Interval_32754	chr4	103099713	103100123	+	411	19	36	24	17	32	39
Interval_32755	chr4	103197938	103198710	+	773	28	70	26	41	46	52
Interval_32756	chr4	103732481	103732765	+	285	4	11	3	5	1	5
Interval_32757	chr4	104312117	104312317	+	201	1	0	6	3	2	7
Interval_32758	chr4	104344521	104344829	+	309	2	6	4	8	6	9
Interval_32759	chr4	104490954	104491367	+	414	11	22	8	6	13	19
Interval_32760	chr4	104491568	104491768	+	201	5	6	4	11	7	11
Interval_32761	chr4	104758591	104759001	+	411	3	17	6	2	7	6
Interval_32762	chr4	104860442	104860666	+	225	0	5	0	3	6	10
Interval_32763	chr4	104930710	104931298	+	589	16	61	15	20	24	26
Interval_32764	chr4	104938610	104938945	+	336	8	25	6	7	11	11
Interval_32765	chr4	104943366	104943798	+	433	25	29	10	4	22	6
Interval_32766	chr4	104966622	104967014	+	393	9	21	4	3	15	7
Interval_32767	chr4	105061389	105061678	+	290	12	6	1	1	5	3
Interval_32768	chr4	105146095	105147114	+	1020	52	72	34	61	73	60
Interval_32769	chr4	105306210	105306784	+	575	19	36	17	30	19	45
Interval_32770	chr4	105471569	105471818	+	250	13	35	14	17	26	36
Interval_32771	chr4	105473094	105474399	+	1306	142	226	109	187	160	183
Interval_32772	chr4	105708390	105709215	+	826	38	75	44	56	70	73
Interval_32773	chr4	105858117	105858369	+	253	2	6	1	2	6	1
Interval_32774	chr4	106315552	106316898	+	1347	145	229	114	178	181	194
Interval_32775	chr4	106329042	106329330	+	289	6	7	1	4	11	7
Interval_32776	chr4	106338640	106338871	+	232	2	3	3	7	3	8
Interval_32777	chr4	106610205	106610405	+	201	0	2	1	2	3	5
Interval_32778	chr4	106681349	106681667	+	319	3	8	0	2	10	6
Interval_32779	chr4	106823058	106823357	+	300	1	2	4	10	8	5
Interval_32780	chr4	107094477	107094745	+	269	2	10	1	2	4	2
Interval_32781	chr4	107706895	107707152	+	258	2	5	3	3	2	7
Interval_32782	chr4	107719832	107720802	+	971	143	240	160	186	194	200
Interval_32783	chr4	107736930	107737130	+	201	1	1	2	5	1	8
Interval_32784	chr4	107913325	107913657	+	333	6	9	1	1	5	5
Interval_32785	chr4	107931009	107931765	+	757	44	51	38	81	50	47
Interval_32786	chr4	107931806	107932209	+	404	17	17	3	10	16	18
Interval_32787	chr4	107989454	107990148	+	695	84	117	73	102	99	116
Interval_32788	chr4	108030173	108030708	+	536	19	38	13	13	28	28
Interval_32789	chr4	108036282	108036670	+	389	11	33	11	7	36	15
Interval_32790	chr4	108072162	108072800	+	639	112	206	115	94	189	134
Interval_32791	chr4	108080714	108081157	+	444	13	30	19	19	40	26
Interval_32792	chr4	108081385	108081654	+	270	2	13	8	3	17	8
Interval_32793	chr4	108100802	108101199	+	398	2	29	11	10	9	17
Interval_32794	chr4	108107823	108108480	+	658	46	81	21	30	50	32
Interval_32795	chr4	108113229	108113763	+	535	31	83	45	30	91	48
Interval_32796	chr4	108116779	108117121	+	343	23	48	25	22	26	24
Interval_32797	chr4	108118543	108118938	+	396	22	35	16	28	32	26
Interval_32798	chr4	108144538	108144859	+	322	13	29	7	8	12	8
Interval_32799	chr4	108148326	108148718	+	393	21	43	23	22	37	27
Interval_32800	chr4	108159856	108160177	+	322	3	12	12	13	12	8
Interval_32801	chr4	108160974	108161326	+	353	6	22	19	12	18	16
Interval_32802	chr4	108165618	108165897	+	280	14	26	10	16	15	14
Interval_32803	chr4	108166095	108166829	+	735	29	54	24	32	37	29
Interval_32804	chr4	108168921	108169188	+	268	17	20	13	17	26	18
Interval_32805	chr4	108171441	108171980	+	540	26	65	36	32	52	41
Interval_32806	chr4	108172886	108173421	+	536	29	37	16	32	37	43
Interval_32807	chr4	108342619	108342974	+	356	3	11	5	4	25	11
Interval_32808	chr4	108355546	108355893	+	348	13	19	9	5	21	7
Interval_32809	chr4	108359360	108359636	+	277	9	7	8	5	19	3
Interval_32810	chr4	108372751	108373010	+	260	3	10	7	4	10	5
Interval_32811	chr4	108433590	108434251	+	662	17	48	34	29	69	19
Interval_32812	chr4	108467121	108467622	+	502	10	18	12	9	14	14
Interval_32813	chr4	108527739	108528061	+	323	7	7	4	4	5	2
Interval_32814	chr4	108601503	108601905	+	403	9	17	4	3	25	3
Interval_32815	chr4	108620075	108620866	+	792	75	158	85	108	126	138
Interval_32816	chr4	108650136	108650947	+	812	43	89	57	57	58	67
Interval_32817	chr4	108762834	108763034	+	201	2	4	0	3	7	2
Interval_32818	chr4	109302557	109302769	+	213	5	6	1	4	3	2
Interval_32819	chr4	109302807	109303078	+	272	7	9	3	6	6	11
Interval_32820	chr4	109359052	109359448	+	397	10	15	3	0	9	4
Interval_32821	chr4	109406290	109406490	+	201	2	4	1	2	1	6
Interval_32822	chr4	109422419	109422772	+	354	2	9	4	12	9	11
Interval_32823	chr4	109433341	109433977	+	637	50	63	38	75	58	56
Interval_32824	chr4	109439235	109439541	+	307	10	13	1	4	6	11
Interval_32825	chr4	109559748	109560437	+	690	72	103	73	81	117	99
Interval_32826	chr4	109560750	109561377	+	628	35	89	39	83	77	85
Interval_32827	chr4	109588233	109588471	+	239	2	9	5	3	6	4
Interval_32828	chr4	109648380	109649077	+	698	49	95	71	55	78	70
Interval_32829	chr4	109678682	109679057	+	376	2	5	8	12	4	8
Interval_32830	chr4	109690943	109691485	+	543	13	28	22	17	41	26
Interval_32831	chr4	109702824	109703671	+	848	48	64	31	64	70	54
Interval_32832	chr4	109729433	109730507	+	1075	64	70	51	95	64	96
Interval_32833	chr4	109754287	109754519	+	233	3	8	0	2	8	2
Interval_32834	chr4	109815198	109815779	+	582	23	61	40	46	50	72
Interval_32835	chr4	109815963	109816297	+	335	11	20	8	7	12	10
Interval_32836	chr4	110005617	110005848	+	232	3	6	3	6	9	2
Interval_32837	chr4	110059738	110060001	+	264	1	9	7	6	6	3
Interval_32838	chr4	110165343	110165813	+	471	29	71	27	39	47	30
Interval_32839	chr4	110193777	110194147	+	371	27	64	30	24	44	30
Interval_32840	chr4	110233748	110234021	+	274	0	5	4	4	3	10
Interval_32841	chr4	110516336	110516776	+	441	10	10	16	7	13	16
Interval_32842	chr4	111584293	111584504	+	212	1	7	0	3	7	8
Interval_32843	chr4	112075282	112075647	+	366	4	14	8	6	5	11
Interval_32844	chr4	112144959	112145629	+	671	52	68	39	69	64	80
Interval_32845	chr4	112145945	112146428	+	484	18	41	17	30	40	27
Interval_32846	chr4	112167786	112168179	+	394	16	19	4	2	11	2
Interval_32847	chr4	112183383	112183623	+	241	0	8	2	2	8	1
Interval_32848	chr4	112231298	112232566	+	1269	118	220	113	172	177	170
Interval_32849	chr4	112273437	112273637	+	201	2	1	2	3	13	0
Interval_32850	chr4	112285669	112286246	+	578	44	91	44	55	83	68
Interval_32851	chr4	112288558	112288771	+	214	14	21	5	16	8	12
Interval_32852	chr4	112297100	112297503	+	404	7	26	0	8	15	4
Interval_32853	chr4	112302351	112302562	+	212	6	3	1	2	5	3
Interval_32854	chr4	112309128	112309548	+	421	4	27	6	4	19	18
Interval_32855	chr4	112515426	112515834	+	409	11	19	3	8	14	17
Interval_32856	chr4	112523861	112524295	+	435	8	26	15	18	28	20
Interval_32857	chr4	112636820	112637758	+	939	151	290	166	184	232	234
Interval_32858	chr4	112706250	112706767	+	518	9	9	6	15	9	16
Interval_32859	chr4	112817984	112818194	+	211	2	3	5	3	6	8
Interval_32860	chr4	113278343	113278587	+	245	3	9	1	1	7	4
Interval_32861	chr4	113316948	113317165	+	218	1	10	3	4	6	3
Interval_32862	chr4	113355479	113356321	+	843	64	169	60	72	116	87
Interval_32863	chr4	113394782	113395071	+	290	7	11	5	4	8	8
Interval_32864	chr4	113399079	113399300	+	222	0	3	2	4	2	11
Interval_32865	chr4	113547410	113547993	+	584	83	184	101	106	166	110
Interval_32866	chr4	113564882	113565373	+	492	24	44	26	23	35	40
Interval_32867	chr4	113616432	113616850	+	419	9	11	15	3	37	4
Interval_32868	chr4	113617308	113617542	+	235	4	8	1	2	9	3
Interval_32869	chr4	113636513	113637276	+	764	34	72	25	23	54	40
Interval_32870	chr4	113673452	113673850	+	399	11	26	9	19	16	24
Interval_32871	chr4	113677285	113677744	+	460	6	26	10	12	24	23
Interval_32872	chr4	113683053	113683631	+	579	54	119	78	62	125	81
Interval_32873	chr4	113761679	113762951	+	1273	245	445	291	308	394	332
Interval_32874	chr4	113772513	113772737	+	225	3	7	1	2	9	5
Interval_32875	chr4	113899444	113900075	+	632	34	62	38	25	70	35
Interval_32876	chr4	113901939	113902368	+	430	30	63	17	18	47	18
Interval_32877	chr4	114004516	114004892	+	377	4	15	6	9	27	6
Interval_32878	chr4	114070855	114071250	+	396	4	10	2	2	8	7
Interval_32879	chr4	114147536	114148139	+	604	8	16	17	5	18	8
Interval_32880	chr4	114807838	114808090	+	253	3	13	3	1	1	8
Interval_32881	chr4	115022196	115022396	+	201	1	2	2	3	2	10
Interval_32882	chr4	115131102	115131302	+	201	0	1	6	1	4	6
Interval_32883	chr4	115179349	115179549	+	201	1	7	0	1	5	7
Interval_32884	chr4	115200221	115200583	+	363	6	6	1	5	8	8
Interval_32885	chr4	115355395	115355629	+	235	5	3	0	0	4	5
Interval_32886	chr4	115452448	115452648	+	201	4	2	1	0	4	6
Interval_32887	chr4	115597083	115597283	+	201	2	5	1	2	6	2
Interval_32888	chr4	115678434	115678688	+	255	5	2	7	4	4	11
Interval_32889	chr4	115811986	115812233	+	248	2	4	2	7	4	7
Interval_32890	chr4	115851377	115851577	+	201	0	5	1	0	6	4
Interval_32891	chr4	116453300	116453518	+	219	5	3	4	4	2	9
Interval_32892	chr4	116477231	116477579	+	349	5	14	3	4	10	9
Interval_32893	chr4	116478004	116478335	+	332	4	6	3	4	5	14
Interval_32894	chr4	116563240	116563459	+	220	1	1	3	5	5	8
Interval_32895	chr4	116829364	116829564	+	201	4	5	1	1	4	5
Interval_32896	chr4	117429711	117429911	+	201	2	4	4	4	3	6
Interval_32897	chr4	117772373	117772608	+	236	4	6	1	0	3	2
Interval_32898	chr4	117849577	117849833	+	257	1	6	1	2	3	4
Interval_32899	chr4	118046347	118046594	+	248	7	4	3	1	5	5
Interval_32900	chr4	118265718	118265990	+	273	3	7	4	8	4	11
Interval_32901	chr4	118278298	118279255	+	958	126	270	162	157	188	212
Interval_32902	chr4	118352838	118353216	+	379	7	15	3	8	11	9
Interval_32903	chr4	118591453	118592023	+	571	80	130	78	83	125	97
Interval_32904	chr4	118685121	118685840	+	720	32	70	32	40	57	60
Interval_32905	chr4	118772216	118772431	+	216	6	5	2	1	6	5
Interval_32906	chr4	118835131	118835776	+	646	13	36	5	14	28	17
Interval_32907	chr4	118835946	118836796	+	851	20	43	21	37	26	42
Interval_32908	chr4	118850449	118850848	+	400	11	18	10	6	14	16
Interval_32909	chr4	118981837	118982154	+	318	5	11	5	3	5	7
Interval_32910	chr4	119041973	119042251	+	279	2	12	6	7	6	8
Interval_32911	chr4	119212157	119213222	+	1066	143	268	164	161	237	216
Interval_32912	chr4	119300239	119301079	+	841	60	125	52	72	98	79
Interval_32913	chr4	119363438	119363806	+	369	7	10	8	3	28	4
Interval_32914	chr4	119370434	119370798	+	365	23	38	14	12	35	16
Interval_32915	chr4	119454212	119455242	+	1031	178	272	185	196	220	241
Interval_32916	chr4	119462959	119463159	+	201	5	4	0	4	3	8
Interval_32917	chr4	119627531	119627958	+	428	12	16	3	13	11	20
Interval_32918	chr4	119628343	119629321	+	979	45	51	25	53	40	64
Interval_32919	chr4	119643715	119644000	+	286	7	8	4	3	4	11
Interval_32920	chr4	120049745	120050223	+	479	5	17	4	8	8	23
Interval_32921	chr4	120066261	120067491	+	1231	144	268	173	163	259	206
Interval_32922	chr4	121009580	121010093	+	514	5	21	18	0	35	8
Interval_32923	chr4	121041708	121042066	+	359	2	15	4	3	25	7
Interval_32924	chr4	121072637	121072937	+	301	2	5	2	5	4	18
Interval_32925	chr4	121138027	121138371	+	345	4	18	27	12	36	23
Interval_32926	chr4	121139514	121140093	+	580	6	44	46	23	102	26
Interval_32927	chr4	121153972	121154439	+	468	15	39	25	20	46	15
Interval_32928	chr4	121180616	121180816	+	201	10	12	3	5	4	1
Interval_32929	chr4	121182339	121182713	+	375	10	9	19	7	32	8
Interval_32930	chr4	121189801	121190271	+	471	22	49	41	22	66	37
Interval_32931	chr4	121199834	121200391	+	558	7	15	12	10	21	23
Interval_32932	chr4	121216467	121216918	+	452	0	16	20	9	29	14
Interval_32933	chr4	121227479	121227755	+	277	4	8	5	4	11	4
Interval_32934	chr4	121253846	121254855	+	1010	12	159	99	64	151	93
Interval_32935	chr4	121256394	121256858	+	465	11	60	38	29	53	37
Interval_32936	chr4	121370135	121370408	+	274	0	0	2	6	4	7
Interval_32937	chr4	121696332	121697288	+	957	33	39	25	65	42	40
Interval_32938	chr4	121697656	121698004	+	349	9	30	11	24	18	31
Interval_32939	chr4	121706613	121707059	+	447	5	59	22	45	29	53
Interval_32940	chr4	121726670	121727017	+	348	9	22	7	6	10	13
Interval_32941	chr4	121800999	121801628	+	630	31	55	24	32	45	57
Interval_32942	chr4	121822999	121823434	+	436	19	18	8	16	18	30
Interval_32943	chr4	121823664	121824296	+	633	45	97	55	51	81	101
Interval_32944	chr4	121869802	121870799	+	998	65	120	67	102	114	133
Interval_32945	chr4	121898199	121898451	+	253	8	5	2	3	8	7
Interval_32946	chr4	121900320	121900722	+	403	6	13	7	6	7	15
Interval_32947	chr4	121938735	121939110	+	376	3	3	10	12	5	17
Interval_32948	chr4	121950181	121951347	+	1167	41	68	23	48	47	58
Interval_32949	chr4	121977805	121978410	+	606	6	18	16	8	11	46
Interval_32950	chr4	122003317	122003667	+	351	1	26	3	3	9	17
Interval_32951	chr4	122117706	122118161	+	456	7	34	18	13	21	19
Interval_32952	chr4	122131774	122132144	+	371	7	12	3	1	10	7
Interval_32953	chr4	122152054	122153162	+	1109	58	104	50	99	65	75
Interval_32954	chr4	122156828	122157206	+	379	43	53	20	40	22	25
Interval_32955	chr4	122221309	122221782	+	474	41	69	29	33	47	38
Interval_32956	chr4	122365145	122365422	+	278	2	12	5	2	9	3
Interval_32957	chr4	122456296	122457056	+	761	19	37	15	27	28	29
Interval_32958	chr4	122458560	122459006	+	447	12	51	25	29	36	46
Interval_32959	chr4	122503222	122503641	+	420	29	51	12	5	18	13
Interval_32960	chr4	122508103	122508303	+	201	8	12	3	5	3	2
Interval_32961	chr4	122540071	122540560	+	490	16	38	19	20	25	23
Interval_32962	chr4	122578263	122579078	+	816	120	238	161	119	245	158
Interval_32963	chr4	122584593	122584793	+	201	2	7	2	2	10	4
Interval_32964	chr4	122632853	122633053	+	201	1	3	10	3	4	4
Interval_32965	chr4	122635321	122635528	+	208	1	1	10	4	3	6
Interval_32966	chr4	122732225	122733089	+	865	135	237	145	172	205	194
Interval_32967	chr4	122762529	122762820	+	292	2	12	9	7	14	9
Interval_32968	chr4	122827740	122828269	+	530	8	17	5	9	11	22
Interval_32969	chr4	122922442	122923420	+	979	59	91	40	75	84	82
Interval_32970	chr4	122945132	122945577	+	446	11	24	9	8	17	17
Interval_32971	chr4	123115036	123115236	+	201	1	5	0	1	2	3
Interval_32972	chr4	123396606	123396934	+	329	9	32	9	12	29	29
Interval_32973	chr4	123397729	123398320	+	592	12	25	22	27	34	33
Interval_32974	chr4	123398640	123399172	+	533	18	28	21	19	20	31
Interval_32975	chr4	123399214	123399439	+	226	6	13	8	12	13	14
Interval_32976	chr4	123416116	123416325	+	210	5	5	9	1	12	8
Interval_32977	chr4	123421552	123422025	+	474	5	12	22	13	15	28
Interval_32978	chr4	123443453	123443664	+	212	0	5	4	4	5	7
Interval_32979	chr4	123444277	123444477	+	201	0	0	3	5	9	8
Interval_32980	chr4	123477717	123478279	+	563	7	50	56	36	83	63
Interval_32981	chr4	123564791	123565150	+	360	2	12	6	11	25	16
Interval_32982	chr4	123599842	123600412	+	571	18	52	70	50	95	48
Interval_32983	chr4	123616908	123617369	+	462	18	61	31	40	68	47
Interval_32984	chr4	124262275	124262475	+	201	1	7	1	0	7	0
Interval_32985	chr4	124712355	124712732	+	378	6	8	6	11	6	10
Interval_32986	chr4	124712862	124713144	+	283	9	11	5	14	11	13
Interval_32987	chr4	125065390	125065668	+	279	4	4	1	5	6	8
Interval_32988	chr4	125490080	125490287	+	208	2	1	3	4	8	8
Interval_32989	chr4	125651694	125651894	+	201	4	4	2	1	5	3
Interval_32990	chr4	125744880	125745080	+	201	7	2	3	3	2	6
Interval_32991	chr4	126100826	126101191	+	366	2	6	0	2	11	3
Interval_32992	chr4	126404720	126404994	+	275	3	5	2	3	6	5
Interval_32993	chr4	126420781	126421212	+	432	9	12	3	5	7	11
Interval_32994	chr4	126490016	126490216	+	201	0	4	1	4	4	4
Interval_32995	chr4	126617033	126617327	+	295	3	4	3	4	3	11
Interval_32996	chr4	126758498	126758741	+	244	2	1	5	3	2	11
Interval_32997	chr4	126770925	126771538	+	614	12	9	3	8	18	16
Interval_32998	chr4	127880542	127881561	+	1020	67	121	60	80	87	93
Interval_32999	chr4	127964717	127966144	+	1428	159	314	188	204	244	240
Interval_33000	chr4	128060721	128061456	+	736	49	82	55	74	78	51
Interval_33001	chr4	128062158	128062435	+	278	11	13	8	15	16	16
Interval_33002	chr4	128191336	128191728	+	393	9	14	8	7	17	26
Interval_33003	chr4	128287613	128288582	+	970	253	380	286	322	384	342
Interval_33004	chr4	128288605	128289156	+	552	61	123	101	123	116	147
Interval_33005	chr4	128298839	128299081	+	243	6	13	2	1	5	5
Interval_33006	chr4	128454296	128454669	+	374	9	25	13	11	24	18
Interval_33007	chr4	128553153	128553579	+	427	9	11	9	2	8	15
Interval_33008	chr4	128782343	128782705	+	363	10	10	6	0	17	2
Interval_33009	chr4	128803846	128804160	+	315	1	16	10	0	13	11
Interval_33010	chr4	128809413	128809864	+	452	49	79	50	73	76	66
Interval_33011	chr4	128811021	128811585	+	565	59	105	62	74	84	82
Interval_33012	chr4	128811782	128812286	+	505	37	55	32	55	58	60
Interval_33013	chr4	128854380	128854814	+	435	4	28	21	25	39	37
Interval_33014	chr4	128862016	128862226	+	211	4	6	6	5	9	3
Interval_33015	chr4	129093141	129093936	+	796	119	218	121	157	179	174
Interval_33016	chr4	130805959	130806263	+	305	3	10	0	1	6	4
Interval_33017	chr4	131584134	131584378	+	245	3	0	4	4	4	12
Interval_33018	chr4	131701423	131701623	+	201	7	3	1	0	3	3
Interval_33019	chr4	131818861	131819061	+	201	4	5	1	1	5	3
Interval_33020	chr4	132062816	132063108	+	293	3	9	4	6	11	15
Interval_33021	chr4	132169640	132169991	+	352	10	5	2	3	9	11
Interval_33022	chr4	132658275	132658579	+	305	6	4	2	5	2	9
Interval_33023	chr4	132658668	132658948	+	281	8	5	3	0	7	12
Interval_33024	chr4	132958447	132958889	+	443	7	4	5	7	7	14
Interval_33025	chr4	133022661	133022892	+	232	6	7	5	5	4	7
Interval_33026	chr4	133046257	133046463	+	207	6	4	0	3	5	4
Interval_33027	chr4	133187252	133187479	+	228	1	5	3	5	2	5
Interval_33028	chr4	133385298	133385556	+	259	1	7	2	4	1	16
Interval_33029	chr4	133395494	133395694	+	201	4	7	1	3	5	7
Interval_33030	chr4	133560055	133560377	+	323	2	5	2	11	3	9
Interval_33031	chr4	134060266	134060586	+	321	4	2	2	6	2	13
Interval_33032	chr4	134327892	134328097	+	206	2	2	2	5	3	6
Interval_33033	chr4	134490896	134491096	+	201	4	7	0	5	1	6
Interval_33034	chr4	134644595	134644836	+	242	7	11	2	3	7	13
Interval_33035	chr4	134687909	134688131	+	223	5	6	4	3	5	9
Interval_33036	chr4	135059057	135059448	+	392	6	4	3	2	10	9
Interval_33037	chr4	135644181	135644537	+	357	9	10	2	3	8	5
Interval_33038	chr4	135651606	135651993	+	388	8	9	2	3	1	1
Interval_33039	chr4	135994771	135995007	+	237	5	7	2	3	2	2
Interval_33040	chr4	136219839	136220118	+	280	7	5	3	1	3	3
Interval_33041	chr4	136441964	136442329	+	366	2	5	12	7	4	7
Interval_33042	chr4	136823723	136823936	+	214	2	4	1	2	5	1
Interval_33043	chr4	136831670	136831870	+	201	4	2	1	2	3	2
Interval_33044	chr4	136929112	136929377	+	266	0	7	2	5	12	6
Interval_33045	chr4	137077367	137077613	+	247	6	7	1	0	5	4
Interval_33046	chr4	137238758	137239155	+	398	4	11	1	3	13	5
Interval_33047	chr4	137321036	137321271	+	236	4	8	1	4	3	4
Interval_33048	chr4	137711401	137711650	+	250	1	2	3	2	3	7
Interval_33049	chr4	138242153	138242650	+	498	7	27	19	18	23	25
Interval_33050	chr4	139014949	139016000	+	1052	104	227	185	266	195	259
Interval_33051	chr4	139030591	139031021	+	431	4	15	8	9	18	14
Interval_33052	chr4	139082723	139083402	+	680	97	194	106	118	148	146
Interval_33053	chr4	139083530	139084507	+	978	81	118	85	109	99	118
Interval_33054	chr4	139099397	139099783	+	387	6	13	8	5	11	9
Interval_33055	chr4	139176654	139178458	+	1805	132	131	56	177	97	131
Interval_33056	chr4	139208355	139208651	+	297	3	6	6	6	12	3
Interval_33057	chr4	139266635	139267151	+	517	31	42	27	33	31	21
Interval_33058	chr4	139294957	139295157	+	201	4	16	7	8	7	15
Interval_33059	chr4	139295426	139296076	+	651	33	69	38	38	45	53
Interval_33060	chr4	139301100	139302493	+	1394	137	249	130	168	211	240
Interval_33061	chr4	139314046	139314508	+	463	30	34	11	12	18	25
Interval_33062	chr4	139453010	139454444	+	1435	219	362	198	300	285	259
Interval_33063	chr4	139528490	139528936	+	447	2	19	6	9	11	17
Interval_33064	chr4	139555094	139555585	+	492	18	89	48	48	71	54
Interval_33065	chr4	139556157	139557489	+	1333	50	150	113	104	136	106
Interval_33066	chr4	139560691	139561026	+	336	17	40	20	14	30	24
Interval_33067	chr4	139651605	139651922	+	318	3	8	5	2	10	11
Interval_33068	chr4	139657735	139658104	+	370	4	30	14	16	33	29
Interval_33069	chr4	140012606	140013027	+	422	8	19	1	5	14	10
Interval_33070	chr4	140049231	140049705	+	475	9	28	21	8	26	16
Interval_33071	chr4	140071777	140072283	+	507	17	60	15	18	48	28
Interval_33072	chr4	140094853	140095137	+	285	12	22	6	6	28	5
Interval_33073	chr4	140095711	140096746	+	1036	59	186	139	81	238	144
Interval_33074	chr4	140103611	140104090	+	480	17	58	30	10	61	28
Interval_33075	chr4	140116491	140116856	+	366	1	21	6	5	11	8
Interval_33076	chr4	140150334	140150562	+	229	6	36	11	9	18	9
Interval_33077	chr4	140150770	140151023	+	254	16	37	17	15	34	21
Interval_33078	chr4	140151683	140152552	+	870	54	158	58	62	143	87
Interval_33079	chr4	140154073	140154367	+	295	18	36	5	16	39	26
Interval_33080	chr4	140252601	140252806	+	206	1	4	1	3	5	7
Interval_33081	chr4	140359753	140360277	+	525	12	17	8	17	15	12
Interval_33082	chr4	140372776	140373859	+	1084	90	187	114	116	169	136
Interval_33083	chr4	140523767	140524422	+	656	99	193	128	152	168	148
Interval_33084	chr4	140556722	140557150	+	429	29	33	5	9	7	5
Interval_33085	chr4	141220496	141221538	+	1043	33	70	37	38	63	66
Interval_33086	chr4	141307189	141307653	+	465	8	60	15	17	32	31
Interval_33087	chr4	141636353	141636870	+	518	10	21	8	12	14	21
Interval_33088	chr4	141686441	141686684	+	244	2	16	2	2	2	8
Interval_33089	chr4	142265590	142265790	+	201	5	9	2	4	4	8
Interval_33090	chr4	142294599	142294900	+	302	8	14	4	10	4	16
Interval_33091	chr4	142354967	142355468	+	502	13	33	22	20	46	35
Interval_33092	chr4	142356976	142357183	+	208	8	8	5	3	10	6
Interval_33093	chr4	142386386	142386732	+	347	6	9	11	8	2	10
Interval_33094	chr4	142405032	142405801	+	770	51	77	30	47	55	42
Interval_33095	chr4	142407085	142407368	+	284	11	17	4	12	10	8
Interval_33096	chr4	142416634	142417347	+	714	40	76	37	44	81	44
Interval_33097	chr4	142434570	142434784	+	215	2	7	3	4	5	7
Interval_33098	chr4	142435664	142435895	+	232	0	1	2	4	3	10
Interval_33099	chr4	142474813	142475049	+	237	8	9	0	2	1	1
Interval_33100	chr4	142556168	142556380	+	213	8	2	2	2	10	1
Interval_33101	chr4	142565734	142566189	+	456	18	53	16	15	38	28
Interval_33102	chr4	142567149	142567598	+	450	13	35	16	16	36	29
Interval_33103	chr4	142703933	142704308	+	376	11	25	3	5	12	1
Interval_33104	chr4	142802087	142802287	+	201	2	10	1	4	3	6
Interval_33105	chr4	142817486	142817804	+	319	3	13	2	6	6	6
Interval_33106	chr4	142846143	142846646	+	504	12	20	9	13	28	11
Interval_33107	chr4	142846857	142847603	+	747	26	40	11	19	31	23
Interval_33108	chr4	143184385	143185574	+	1190	108	143	99	108	117	126
Interval_33109	chr4	143357498	143357698	+	201	5	8	0	2	0	3
Interval_33110	chr4	143359063	143359302	+	240	1	9	3	2	8	6
Interval_33111	chr4	143513036	143514178	+	1143	169	309	156	208	223	241
Interval_33112	chr4	143558872	143559688	+	817	54	74	47	75	57	53
Interval_33113	chr4	143559729	143560084	+	356	16	13	7	14	19	18
Interval_33114	chr4	145019457	145019725	+	269	4	9	5	3	4	2
Interval_33115	chr4	145084327	145084589	+	263	3	6	6	5	8	4
Interval_33116	chr4	145097842	145098952	+	1111	86	170	86	99	93	124
Interval_33117	chr4	145179512	145179792	+	281	17	32	15	29	21	27
Interval_33118	chr4	145180229	145180807	+	579	89	150	95	130	138	113
Interval_33119	chr4	145619043	145619886	+	844	56	89	63	93	78	81
Interval_33120	chr4	145719837	145720146	+	310	4	6	3	3	10	0
Interval_33121	chr4	145732878	145733413	+	536	18	37	28	30	45	35
Interval_33122	chr4	145840171	145840512	+	342	6	14	11	7	10	12
